event_id,campaign_id,client_id,event_date,event_type,account_id,revenue_influenced
evt_0444,camp_005,client_003,2025-11-24,click,acc_089,
evt_0445,camp_027,client_004,2025-06-13,impression,acc_017,
evt_0446,camp_010,client_002,2025-09-26,impression,acc_001,
evt_0447,camp_024,client_003,2026-04-02,click,acc_011,
evt_0448,camp_002,client_004,2026-04-11,impression,acc_002,
evt_0449,camp_001,client_002,2025-08-21,click,acc_001,
evt_0450,camp_035,client_004,2025-10-06,impression,acc_034,
evt_0451,camp_045,client_001,2025-09-11,click,acc_086,
evt_0452,camp_012,client_004,2025-06-23,impression,acc_014,
evt_0453,camp_016,client_002,2025-10-19,impression,acc_027,
evt_0454,camp_023,client_003,2025-09-08,impression,acc_044,
evt_0455,camp_026,client_004,2026-03-05,impression,acc_047,
evt_0456,camp_045,client_001,2025-08-24,click,acc_030,
evt_0457,camp_006,client_002,2025-10-02,click,acc_085,
evt_0458,camp_006,client_002,2025-09-16,impression,acc_053,
evt_0459,camp_031,client_002,2026-01-09,click,acc_004,
evt_0460,camp_006,client_002,2025-09-19,impression,acc_062,
evt_0461,camp_022,client_003,2025-12-15,form_fill,acc_075,12258.56
evt_0462,camp_045,client_001,2025-09-16,impression,acc_073,
evt_0463,camp_005,client_003,2025-12-22,form_fill,acc_089,
evt_0464,camp_003,client_002,2025-12-27,impression,acc_021,
evt_0465,camp_014,client_001,2025-09-15,click,acc_073,
evt_0466,camp_046,client_001,2025-07-10,impression,acc_045,
evt_0467,camp_037,client_002,2025-11-01,click,acc_031,
evt_0468,camp_025,client_003,2025-09-22,impression,acc_089,
evt_0469,camp_049,client_001,2025-06-28,click,acc_093,
evt_0470,camp_045,client_001,2025-07-27,impression,acc_093,
evt_0471,camp_023,client_003,2025-07-31,impression,acc_011,
evt_0472,camp_005,client_003,2026-01-06,meeting_booked,acc_050,52324.61
evt_0473,camp_041,client_002,2025-07-07,impression,acc_043,
evt_0474,camp_023,client_003,2025-09-06,impression,acc_074,
evt_0475,camp_044,client_004,2025-09-01,impression,acc_076,
evt_0476,camp_050,client_003,2025-08-08,click,acc_077,
evt_0477,camp_046,client_001,2025-07-11,impression,acc_010,
evt_0478,camp_025,client_003,2025-09-30,impression,acc_097,
evt_0479,camp_048,client_003,2025-12-27,impression,acc_055,
evt_0480,camp_006,client_002,2025-09-11,impression,acc_001,
evt_0481,camp_049,client_001,2025-06-26,impression,acc_035,
evt_0482,camp_012,client_004,2025-08-08,impression,acc_042,
evt_0483,camp_033,client_003,2025-11-20,impression,acc_056,
evt_0484,camp_023,client_003,2025-07-30,impression,acc_074,
evt_0485,camp_021,client_003,2025-12-07,impression,acc_055,
evt_0486,camp_025,client_003,2025-09-28,form_fill,acc_012,48930.48
evt_0487,camp_037,client_002,2025-09-11,click,acc_068,
evt_0488,camp_011,client_004,2025-11-08,impression,acc_017,
evt_0489,camp_032,client_001,2025-09-01,impression,acc_025,
evt_0490,camp_018,client_003,2025-12-18,impression,acc_056,
evt_0491,camp_005,client_003,2025-12-19,form_fill,acc_054,25294.32
evt_0492,camp_040,client_001,2026-03-08,impression,acc_028,
evt_0493,camp_020,client_003,2025-08-21,impression,acc_007,
evt_0494,camp_040,client_001,2026-03-30,click,acc_045,
evt_0495,camp_029,client_003,2025-11-15,click,acc_050,
evt_0496,camp_042,client_004,2025-12-21,impression,acc_078,
evt_0497,camp_039,client_002,2025-06-02,impression,acc_095,
evt_0498,camp_012,client_004,2025-07-22,impression,acc_040,
evt_0499,camp_045,client_001,2025-09-18,meeting_booked,acc_082,118386.28
evt_0500,camp_021,client_003,2025-12-24,click,acc_055,
evt_0501,camp_026,client_004,2026-01-08,form_fill,acc_039,
evt_0502,camp_035,client_004,2025-11-18,click,acc_019,
evt_0503,camp_002,client_004,2026-04-02,form_fill,acc_088,
evt_0504,camp_019,client_002,2025-09-06,click,acc_095,
evt_0505,camp_027,client_004,2025-07-18,impression,acc_081,
evt_0506,camp_020,client_003,2025-08-03,click,acc_033,
evt_0507,camp_046,client_001,2025-08-18,impression,acc_052,
evt_0508,camp_039,client_002,2025-07-22,impression,acc_062,
evt_0509,camp_033,client_003,2025-12-29,impression,acc_097,
evt_0510,camp_024,client_003,2026-04-09,impression,acc_097,
evt_0511,camp_006,client_002,2025-09-07,click,acc_013,
evt_0512,camp_023,client_003,2025-07-24,impression,acc_024,
evt_0513,camp_042,client_004,2026-01-23,impression,acc_081,
evt_0514,camp_049,client_001,2025-07-18,impression,acc_037,
evt_0515,camp_007,client_001,2025-11-19,impression,acc_035,
evt_0516,camp_034,client_003,2026-03-14,click,acc_074,
evt_0517,camp_015,client_002,2025-08-21,impression,acc_058,
evt_0518,camp_050,client_003,2025-08-27,click,acc_089,
evt_0519,camp_010,client_002,2025-09-14,impression,acc_051,
evt_0520,camp_019,client_002,2025-09-06,impression,acc_057,
evt_0521,camp_047,client_002,2025-12-26,impression,acc_018,
evt_0522,camp_030,client_002,2025-11-08,impression,acc_027,
evt_0523,camp_031,client_002,2026-03-03,click,acc_013,
evt_0524,camp_029,client_003,2025-09-29,impression,acc_050,
evt_0525,camp_046,client_001,2025-07-03,click,acc_023,
evt_0526,camp_042,client_004,2026-01-25,click,acc_014,
evt_0527,camp_048,client_003,2026-01-09,impression,acc_033,
evt_0528,camp_011,client_004,2025-11-26,impression,acc_038,
evt_0529,camp_030,client_002,2025-10-23,impression,acc_031,
evt_0530,camp_012,client_004,2025-08-06,impression,acc_080,
evt_0531,camp_048,client_003,2025-12-19,impression,acc_077,
evt_0532,camp_028,client_002,2025-08-18,click,acc_053,
evt_0533,camp_014,client_001,2025-09-10,impression,acc_035,
evt_0534,camp_035,client_004,2025-10-28,impression,acc_019,
evt_0535,camp_030,client_002,2025-10-05,click,acc_013,
evt_0536,camp_032,client_001,2025-10-02,impression,acc_066,
evt_0537,camp_040,client_001,2026-03-16,impression,acc_045,
evt_0538,camp_023,client_003,2025-08-10,click,acc_059,
evt_0539,camp_046,client_001,2025-09-18,impression,acc_036,
evt_0540,camp_044,client_004,2025-07-18,impression,acc_017,
evt_0541,camp_020,client_003,2025-07-25,impression,acc_015,
evt_0542,camp_010,client_002,2025-10-06,impression,acc_068,
evt_0543,camp_009,client_001,2025-12-31,impression,acc_073,
evt_0544,camp_032,client_001,2025-09-15,impression,acc_082,
evt_0545,camp_032,client_001,2025-09-10,impression,acc_036,
evt_0546,camp_029,client_003,2025-09-27,click,acc_077,
evt_0547,camp_001,client_002,2025-07-27,impression,acc_062,
evt_0548,camp_025,client_003,2025-09-21,click,acc_074,
evt_0549,camp_027,client_004,2025-07-17,impression,acc_081,
evt_0550,camp_029,client_003,2025-10-11,impression,acc_060,
evt_0551,camp_002,client_004,2026-03-01,impression,acc_094,
evt_0552,camp_018,client_003,2025-12-16,impression,acc_033,
evt_0553,camp_030,client_002,2025-11-05,impression,acc_072,
evt_0554,camp_008,client_004,2026-02-03,impression,acc_076,
evt_0555,camp_035,client_004,2025-10-28,impression,acc_096,
evt_0556,camp_049,client_001,2025-07-19,impression,acc_006,
evt_0557,camp_028,client_002,2025-10-04,click,acc_013,
evt_0558,camp_049,client_001,2025-07-10,form_fill,acc_030,
evt_0559,camp_017,client_001,2025-11-05,click,acc_041,
evt_0560,camp_029,client_003,2025-10-20,impression,acc_015,
evt_0561,camp_048,client_003,2026-01-20,impression,acc_075,
evt_0562,camp_046,client_001,2025-09-20,impression,acc_079,
evt_0563,camp_040,client_001,2026-03-29,impression,acc_025,
evt_0564,camp_014,client_001,2025-10-11,impression,acc_006,
evt_0565,camp_018,client_003,2025-12-01,impression,acc_077,
evt_0566,camp_046,client_001,2025-08-07,impression,acc_036,
evt_0567,camp_033,client_003,2025-11-19,impression,acc_089,
evt_0568,camp_049,client_001,2025-06-23,meeting_booked,acc_052,130721.9
evt_0569,camp_009,client_001,2025-12-15,impression,acc_091,
evt_0570,camp_046,client_001,2025-08-01,click,acc_037,
evt_0571,camp_044,client_004,2025-08-09,impression,acc_040,
evt_0572,camp_041,client_002,2025-07-06,impression,acc_043,
evt_0573,camp_005,client_003,2025-11-29,impression,acc_087,
evt_0574,camp_048,client_003,2026-01-20,form_fill,acc_044,
evt_0575,camp_032,client_001,2025-08-23,click,acc_037,
evt_0576,camp_047,client_002,2026-01-09,impression,acc_009,
evt_0577,camp_045,client_001,2025-07-25,click,acc_041,
evt_0578,camp_026,client_004,2026-02-18,click,acc_020,
evt_0579,camp_032,client_001,2025-10-03,click,acc_035,
evt_0580,camp_022,client_003,2026-02-15,impression,acc_074,
evt_0581,camp_032,client_001,2025-08-29,impression,acc_037,
evt_0582,camp_041,client_002,2025-06-22,impression,acc_058,
evt_0583,camp_011,client_004,2025-11-20,impression,acc_047,
evt_0584,camp_028,client_002,2025-10-01,form_fill,acc_027,15791.41
evt_0585,camp_018,client_003,2025-12-26,impression,acc_012,
evt_0586,camp_024,client_003,2026-02-23,impression,acc_089,
evt_0587,camp_041,client_002,2025-06-29,impression,acc_046,
evt_0588,camp_006,client_002,2025-08-28,impression,acc_095,
evt_0589,camp_031,client_002,2026-01-24,impression,acc_009,
evt_0590,camp_034,client_003,2026-03-05,impression,acc_089,
evt_0591,camp_045,client_001,2025-08-01,meeting_booked,acc_037,66235.52
evt_0592,camp_009,client_001,2025-12-11,impression,acc_064,
evt_0593,camp_006,client_002,2025-08-28,impression,acc_098,
evt_0594,camp_024,client_003,2026-02-19,impression,acc_048,
evt_0595,camp_049,client_001,2025-06-29,impression,acc_025,
evt_0596,camp_037,client_002,2025-09-11,impression,acc_001,
evt_0597,camp_047,client_002,2025-12-01,form_fill,acc_027,22676.81
evt_0598,camp_014,client_001,2025-09-12,impression,acc_010,
evt_0599,camp_008,client_004,2026-02-12,impression,acc_076,
evt_0600,camp_028,client_002,2025-10-07,impression,acc_049,
evt_0601,camp_018,client_003,2025-11-21,impression,acc_087,
evt_0602,camp_039,client_002,2025-07-25,impression,acc_084,
evt_0603,camp_045,client_001,2025-10-09,form_fill,acc_003,
evt_0604,camp_039,client_002,2025-06-01,click,acc_068,
evt_0605,camp_019,client_002,2025-09-05,click,acc_085,
evt_0606,camp_016,client_002,2025-10-04,impression,acc_062,
evt_0607,camp_032,client_001,2025-09-02,impression,acc_082,
evt_0608,camp_001,client_002,2025-08-08,impression,acc_051,
evt_0609,camp_037,client_002,2025-10-05,impression,acc_057,
evt_0610,camp_012,client_004,2025-08-11,form_fill,acc_092,1817.78
evt_0611,camp_005,client_003,2025-12-20,impression,acc_007,
evt_0612,camp_004,client_001,2026-01-15,impression,acc_045,
evt_0613,camp_046,client_001,2025-08-23,impression,acc_066,
evt_0614,camp_026,client_004,2026-03-14,impression,acc_008,
evt_0615,camp_040,client_001,2026-02-27,impression,acc_025,
evt_0616,camp_006,client_002,2025-09-05,meeting_booked,acc_068,27529.68
evt_0617,camp_021,client_003,2026-01-13,impression,acc_055,
evt_0618,camp_042,client_004,2026-01-23,impression,acc_081,
evt_0619,camp_045,client_001,2025-08-16,impression,acc_052,
evt_0620,camp_006,client_002,2025-08-29,impression,acc_057,
evt_0621,camp_039,client_002,2025-06-16,click,acc_004,
evt_0622,camp_043,client_001,2026-01-06,impression,acc_093,
evt_0623,camp_046,client_001,2025-07-02,impression,acc_025,
evt_0624,camp_023,client_003,2025-09-24,click,acc_065,
evt_0625,camp_047,client_002,2025-12-03,impression,acc_043,
evt_0626,camp_048,client_003,2026-01-22,form_fill,acc_044,2438.46
evt_0627,camp_028,client_002,2025-09-21,impression,acc_043,
evt_0628,camp_046,client_001,2025-09-20,impression,acc_073,
evt_0629,camp_030,client_002,2025-10-18,impression,acc_068,
evt_0630,camp_037,client_002,2025-10-06,impression,acc_021,
evt_0631,camp_050,client_003,2025-08-26,click,acc_015,
evt_0632,camp_008,client_004,2026-02-16,impression,acc_022,
evt_0633,camp_001,client_002,2025-07-21,impression,acc_031,
evt_0634,camp_025,client_003,2025-09-10,form_fill,acc_016,28090.37
evt_0635,camp_046,client_001,2025-09-23,impression,acc_093,
evt_0636,camp_021,client_003,2026-01-02,form_fill,acc_033,
evt_0637,camp_005,client_003,2026-01-03,impression,acc_075,
evt_0638,camp_044,client_004,2025-06-29,impression,acc_005,
evt_0639,camp_034,client_003,2026-03-02,impression,acc_011,
evt_0640,camp_030,client_002,2025-10-11,impression,acc_046,
evt_0641,camp_036,client_002,2025-07-03,impression,acc_058,
evt_0642,camp_019,client_002,2025-09-29,impression,acc_072,
evt_0643,camp_040,client_001,2026-03-08,impression,acc_030,
evt_0644,camp_032,client_001,2025-09-24,impression,acc_028,
evt_0645,camp_027,client_004,2025-06-13,impression,acc_002,
evt_0646,camp_041,client_002,2025-06-22,form_fill,acc_095,
evt_0647,camp_043,client_001,2026-01-28,click,acc_045,
evt_0648,camp_020,client_003,2025-07-28,impression,acc_015,
evt_0649,camp_016,client_002,2025-10-11,meeting_booked,acc_057,146021.09
evt_0650,camp_010,client_002,2025-09-30,impression,acc_095,
evt_0651,camp_015,client_002,2025-08-26,click,acc_068,
evt_0652,camp_024,client_003,2026-02-12,impression,acc_059,
evt_0653,camp_033,client_003,2025-12-26,impression,acc_016,
evt_0654,camp_037,client_002,2025-10-14,click,acc_004,
evt_0655,camp_009,client_001,2025-12-25,impression,acc_030,
evt_0656,camp_021,client_003,2026-01-20,click,acc_055,
evt_0657,camp_021,client_003,2026-01-04,impression,acc_050,
evt_0658,camp_005,client_003,2025-12-04,click,acc_029,
evt_0659,camp_038,client_003,2025-08-18,impression,acc_015,
evt_0660,camp_029,client_003,2025-10-30,impression,acc_059,
evt_0661,camp_035,client_004,2025-10-18,impression,acc_039,
evt_0662,camp_030,client_002,2025-09-18,impression,acc_043,
evt_0663,camp_044,client_004,2025-08-24,impression,acc_034,
evt_0664,camp_021,client_003,2025-12-12,click,acc_016,
evt_0665,camp_023,client_003,2025-09-23,impression,acc_055,
evt_0666,camp_020,client_003,2025-07-24,impression,acc_044,
evt_0667,camp_026,client_004,2026-03-04,click,acc_047,
evt_0668,camp_016,client_002,2025-10-09,impression,acc_013,
evt_0669,camp_009,client_001,2025-12-07,impression,acc_023,
evt_0670,camp_050,client_003,2025-07-29,impression,acc_033,
evt_0671,camp_026,client_004,2026-03-13,form_fill,acc_039,
evt_0672,camp_038,client_003,2025-08-13,impression,acc_044,
evt_0673,camp_005,client_003,2026-01-12,click,acc_029,
evt_0674,camp_006,client_002,2025-08-29,impression,acc_049,
evt_0675,camp_030,client_002,2025-09-24,form_fill,acc_004,
evt_0676,camp_047,client_002,2026-01-14,impression,acc_053,
evt_0677,camp_044,client_004,2025-06-29,impression,acc_042,
evt_0678,camp_012,client_004,2025-07-17,impression,acc_032,
evt_0679,camp_010,client_002,2025-10-21,impression,acc_004,
evt_0680,camp_016,client_002,2025-09-29,impression,acc_085,
evt_0681,camp_036,client_002,2025-07-09,impression,acc_062,
evt_0682,camp_025,client_003,2025-09-18,impression,acc_016,
evt_0683,camp_034,client_003,2026-03-17,meeting_booked,acc_033,83830.22
evt_0684,camp_002,client_004,2026-03-18,impression,acc_040,
evt_0685,camp_032,client_001,2025-10-26,impression,acc_041,
evt_0686,camp_018,client_003,2025-11-14,impression,acc_024,
evt_0687,camp_015,client_002,2025-08-09,impression,acc_001,
evt_0688,camp_031,client_002,2026-02-23,click,acc_068,
evt_0689,camp_015,client_002,2025-07-17,impression,acc_021,
evt_0690,camp_016,client_002,2025-10-14,click,acc_043,
evt_0691,camp_048,client_003,2026-01-24,meeting_booked,acc_011,36814.68
evt_0692,camp_025,client_003,2025-09-10,impression,acc_054,
evt_0693,camp_038,client_003,2025-09-30,click,acc_050,
evt_0694,camp_023,client_003,2025-07-22,click,acc_075,
evt_0695,camp_023,client_003,2025-08-06,impression,acc_075,
evt_0696,camp_013,client_001,2025-09-11,impression,acc_064,
evt_0697,camp_032,client_001,2025-09-04,impression,acc_006,
evt_0698,camp_039,client_002,2025-05-10,impression,acc_031,
evt_0699,camp_001,client_002,2025-08-27,impression,acc_049,
evt_0700,camp_009,client_001,2025-12-18,form_fill,acc_037,16855.85
evt_0701,camp_002,client_004,2026-02-22,click,acc_017,
evt_0702,camp_034,client_003,2026-02-12,impression,acc_054,
evt_0703,camp_043,client_001,2026-01-19,impression,acc_045,
evt_0704,camp_020,client_003,2025-07-19,meeting_booked,acc_050,111191.04
evt_0705,camp_028,client_002,2025-09-19,impression,acc_085,
evt_0706,camp_012,client_004,2025-08-22,click,acc_083,
evt_0707,camp_040,client_001,2026-02-24,click,acc_041,
evt_0708,camp_012,client_004,2025-07-21,click,acc_040,
evt_0709,camp_019,client_002,2025-09-09,click,acc_018,
evt_0710,camp_045,client_001,2025-09-06,click,acc_073,
evt_0711,camp_050,client_003,2025-07-23,impression,acc_075,
evt_0712,camp_021,client_003,2025-12-21,impression,acc_077,
evt_0713,camp_007,client_001,2025-11-09,impression,acc_064,
evt_0714,camp_005,client_003,2025-12-31,meeting_booked,acc_033,29343.68
evt_0715,camp_006,client_002,2025-10-03,impression,acc_095,
evt_0716,camp_022,client_003,2025-12-04,impression,acc_059,
evt_0717,camp_016,client_002,2025-09-15,impression,acc_095,
evt_0718,camp_007,client_001,2025-10-21,impression,acc_093,
evt_0719,camp_029,client_003,2025-11-13,meeting_booked,acc_099,133260.04
evt_0720,camp_032,client_001,2025-10-06,impression,acc_045,
evt_0721,camp_007,client_001,2025-11-19,impression,acc_064,
evt_0722,camp_005,client_003,2025-12-24,impression,acc_011,
evt_0723,camp_017,client_001,2025-10-10,impression,acc_023,
evt_0724,camp_025,client_003,2025-09-28,impression,acc_024,
evt_0725,camp_006,client_002,2025-09-30,meeting_booked,acc_049,134517.8
evt_0726,camp_046,client_001,2025-08-25,form_fill,acc_003,
evt_0727,camp_028,client_002,2025-08-21,impression,acc_021,
evt_0728,camp_014,client_001,2025-10-01,click,acc_028,
evt_0729,camp_047,client_002,2026-01-20,impression,acc_098,
evt_0730,camp_019,client_002,2025-09-11,impression,acc_046,
evt_0731,camp_026,client_004,2026-03-03,click,acc_076,
evt_0732,camp_010,client_002,2025-10-05,impression,acc_004,
evt_0733,camp_006,client_002,2025-10-03,impression,acc_046,
evt_0734,camp_031,client_002,2026-01-20,impression,acc_027,
evt_0735,camp_011,client_004,2025-11-09,meeting_booked,acc_080,73667.74
evt_0736,camp_008,client_004,2026-02-12,impression,acc_034,
evt_0737,camp_043,client_001,2026-01-03,impression,acc_035,
evt_0738,camp_025,client_003,2025-09-16,form_fill,acc_024,
evt_0739,camp_029,client_003,2025-10-23,impression,acc_011,
evt_0740,camp_017,client_001,2025-11-04,impression,acc_030,
evt_0741,camp_004,client_001,2025-11-25,impression,acc_025,
evt_0742,camp_023,client_003,2025-09-10,meeting_booked,acc_074,90510.33
evt_0743,camp_036,client_002,2025-08-20,click,acc_004,
evt_0744,camp_027,client_004,2025-07-15,impression,acc_071,
evt_0745,camp_016,client_002,2025-09-30,impression,acc_062,
evt_0746,camp_046,client_001,2025-09-04,impression,acc_006,
evt_0747,camp_034,client_003,2026-03-20,meeting_booked,acc_075,26379.91
evt_0748,camp_049,client_001,2025-07-02,form_fill,acc_061,
evt_0749,camp_014,client_001,2025-09-14,impression,acc_028,
evt_0750,camp_006,client_002,2025-09-19,impression,acc_090,
evt_0751,camp_041,client_002,2025-07-01,impression,acc_018,
evt_0752,camp_047,client_002,2025-11-24,impression,acc_009,
evt_0753,camp_026,client_004,2026-02-05,click,acc_071,
evt_0754,camp_034,client_003,2026-04-02,impression,acc_059,
evt_0755,camp_045,client_001,2025-09-30,impression,acc_079,
evt_0756,camp_027,client_004,2025-07-08,impression,acc_014,
evt_0757,camp_037,client_002,2025-11-03,click,acc_072,
evt_0758,camp_007,client_001,2025-11-03,click,acc_023,
evt_0759,camp_035,client_004,2025-11-01,impression,acc_039,
evt_0760,camp_042,client_004,2026-01-18,impression,acc_063,
evt_0761,camp_003,client_002,2025-12-22,impression,acc_021,
evt_0762,camp_040,client_001,2026-03-22,click,acc_079,
evt_0763,camp_003,client_002,2025-12-29,click,acc_053,
evt_0764,camp_004,client_001,2026-01-11,form_fill,acc_093,1991.41
evt_0765,camp_020,client_003,2025-08-06,click,acc_048,
evt_0766,camp_045,client_001,2025-07-29,meeting_booked,acc_086,38053.82
evt_0767,camp_020,client_003,2025-08-27,click,acc_099,
evt_0768,camp_021,client_003,2026-01-22,impression,acc_044,
evt_0769,camp_042,client_004,2025-12-25,impression,acc_008,
evt_0770,camp_027,client_004,2025-07-17,click,acc_088,
evt_0771,camp_024,client_003,2026-04-06,click,acc_011,
evt_0772,camp_005,client_003,2026-01-20,impression,acc_048,
evt_0773,camp_050,client_003,2025-08-26,impression,acc_065,
evt_0774,camp_013,client_001,2025-08-25,impression,acc_028,
evt_0775,camp_030,client_002,2025-10-18,click,acc_004,
evt_0776,camp_018,client_003,2026-01-08,impression,acc_054,
evt_0777,camp_041,client_002,2025-06-22,impression,acc_013,
evt_0778,camp_032,client_001,2025-10-19,impression,acc_079,
evt_0779,camp_031,client_002,2026-03-17,impression,acc_072,
evt_0780,camp_011,client_004,2025-12-17,impression,acc_096,
evt_0781,camp_045,client_001,2025-08-22,impression,acc_010,
evt_0782,camp_004,client_001,2026-01-24,click,acc_026,
evt_0783,camp_014,client_001,2025-09-20,click,acc_030,
evt_0784,camp_018,client_003,2026-01-01,impression,acc_087,
evt_0785,camp_050,client_003,2025-07-21,impression,acc_089,
evt_0786,camp_009,client_001,2025-12-18,impression,acc_082,
evt_0787,camp_001,client_002,2025-08-04,impression,acc_031,
evt_0788,camp_020,client_003,2025-09-23,impression,acc_097,
evt_0789,camp_025,client_003,2025-09-19,impression,acc_054,
evt_0790,camp_030,client_002,2025-11-08,click,acc_046,
evt_0791,camp_026,client_004,2026-01-07,impression,acc_076,
evt_0792,camp_043,client_001,2026-01-18,impression,acc_041,
evt_0793,camp_039,client_002,2025-06-15,click,acc_046,
evt_0794,camp_031,client_002,2026-02-21,meeting_booked,acc_009,97886.24
evt_0795,camp_018,client_003,2025-12-18,impression,acc_044,
evt_0796,camp_034,client_003,2026-02-11,click,acc_033,
evt_0797,camp_039,client_002,2025-06-17,click,acc_053,
evt_0798,camp_047,client_002,2026-01-14,meeting_booked,acc_001,42616.81
evt_0799,camp_027,client_004,2025-07-04,click,acc_040,
evt_0800,camp_038,client_003,2025-09-15,click,acc_097,
evt_0801,camp_022,client_003,2025-12-31,click,acc_099,
evt_0802,camp_041,client_002,2025-07-04,impression,acc_062,
evt_0803,camp_011,client_004,2025-12-02,form_fill,acc_096,
evt_0804,camp_007,client_001,2025-11-07,click,acc_064,
evt_0805,camp_047,client_002,2025-12-05,form_fill,acc_069,33067.3
evt_0806,camp_015,client_002,2025-08-02,click,acc_051,
evt_0807,camp_020,client_003,2025-08-13,impression,acc_056,
evt_0808,camp_038,client_003,2025-09-08,click,acc_048,
evt_0809,camp_031,client_002,2026-01-17,impression,acc_004,
evt_0810,camp_013,client_001,2025-08-27,click,acc_066,
evt_0811,camp_025,client_003,2025-09-14,impression,acc_065,
evt_0812,camp_010,client_002,2025-09-25,impression,acc_018,
evt_0813,camp_037,client_002,2025-09-08,impression,acc_058,
evt_0814,camp_046,client_001,2025-07-11,impression,acc_026,
evt_0815,camp_041,client_002,2025-07-03,impression,acc_021,
evt_0816,camp_001,client_002,2025-08-05,impression,acc_058,
evt_0817,camp_050,client_003,2025-08-26,click,acc_024,
evt_0818,camp_032,client_001,2025-09-09,impression,acc_010,
evt_0819,camp_041,client_002,2025-07-05,impression,acc_057,
evt_0820,camp_031,client_002,2026-01-08,impression,acc_053,
evt_0821,camp_013,client_001,2025-09-05,form_fill,acc_093,38085.54
evt_0822,camp_034,client_003,2026-02-09,click,acc_029,
evt_0823,camp_041,client_002,2025-06-29,impression,acc_098,
evt_0824,camp_023,client_003,2025-08-04,impression,acc_048,
evt_0825,camp_033,client_003,2025-12-15,impression,acc_075,
evt_0826,camp_003,client_002,2025-12-24,impression,acc_046,
evt_0827,camp_034,client_003,2026-03-10,impression,acc_077,
evt_0828,camp_044,client_004,2025-07-21,meeting_booked,acc_017,76075.91
evt_0829,camp_049,client_001,2025-07-01,form_fill,acc_028,20766.19
evt_0830,camp_015,client_002,2025-07-21,impression,acc_031,
evt_0831,camp_002,client_004,2026-04-07,impression,acc_076,
evt_0832,camp_024,client_003,2026-02-06,impression,acc_097,
evt_0833,camp_041,client_002,2025-06-23,impression,acc_043,
evt_0834,camp_004,client_001,2025-11-26,click,acc_086,
evt_0835,camp_002,client_004,2026-02-18,impression,acc_005,
evt_0836,camp_025,client_003,2025-09-22,impression,acc_015,
evt_0837,camp_045,client_001,2025-08-12,click,acc_025,
evt_0838,camp_041,client_002,2025-07-02,impression,acc_001,
evt_0839,camp_007,client_001,2025-11-25,impression,acc_086,
evt_0840,camp_045,client_001,2025-09-09,click,acc_025,
evt_0841,camp_007,client_001,2025-11-06,impression,acc_066,
evt_0842,camp_007,client_001,2025-11-16,impression,acc_064,
evt_0843,camp_050,client_003,2025-08-23,meeting_booked,acc_044,56898.67
evt_0844,camp_027,client_004,2025-06-04,impression,acc_034,
evt_0845,camp_032,client_001,2025-10-23,impression,acc_028,
evt_0846,camp_001,client_002,2025-07-24,form_fill,acc_001,33782.07
evt_0847,camp_010,client_002,2025-11-01,impression,acc_009,
evt_0848,camp_047,client_002,2025-11-25,form_fill,acc_098,23380.81
evt_0849,camp_019,client_002,2025-09-18,impression,acc_043,
evt_0850,camp_012,client_004,2025-07-19,impression,acc_005,
evt_0851,camp_044,client_004,2025-08-01,click,acc_038,
evt_0852,camp_007,client_001,2025-10-22,click,acc_006,
evt_0853,camp_043,client_001,2026-01-06,impression,acc_082,
evt_0854,camp_029,client_003,2025-10-24,form_fill,acc_077,
evt_0855,camp_022,client_003,2025-12-17,impression,acc_024,
evt_0856,camp_030,client_002,2025-10-21,click,acc_043,
evt_0857,camp_031,client_002,2026-01-29,impression,acc_057,
evt_0858,camp_045,client_001,2025-07-24,meeting_booked,acc_093,127430.73
evt_0859,camp_007,client_001,2025-12-21,click,acc_052,
evt_0860,camp_044,client_004,2025-07-01,impression,acc_047,
evt_0861,camp_050,client_003,2025-08-29,impression,acc_054,
evt_0862,camp_044,client_004,2025-06-23,impression,acc_096,
evt_0863,camp_032,client_001,2025-10-14,impression,acc_023,
evt_0864,camp_005,client_003,2025-12-27,impression,acc_044,
evt_0865,camp_044,client_004,2025-08-20,click,acc_070,
evt_0866,camp_015,client_002,2025-08-17,impression,acc_090,
evt_0867,camp_045,client_001,2025-10-04,impression,acc_091,
evt_0868,camp_043,client_001,2026-01-08,impression,acc_093,
evt_0869,camp_043,client_001,2026-01-21,impression,acc_086,
evt_0870,camp_036,client_002,2025-07-08,impression,acc_084,
evt_0871,camp_011,client_004,2025-12-14,impression,acc_070,
evt_0872,camp_032,client_001,2025-09-02,click,acc_026,
evt_0873,camp_021,client_003,2025-12-28,meeting_booked,acc_033,12300.85
evt_0874,camp_015,client_002,2025-08-22,impression,acc_069,
evt_0875,camp_016,client_002,2025-10-09,impression,acc_009,
evt_0876,camp_037,client_002,2025-09-01,click,acc_058,
evt_0877,camp_029,client_003,2025-10-05,meeting_booked,acc_050,113059.65
evt_0878,camp_002,client_004,2026-03-24,impression,acc_014,
evt_0879,camp_036,client_002,2025-07-02,click,acc_069,
evt_0880,camp_039,client_002,2025-07-29,impression,acc_084,
evt_0881,camp_033,client_003,2025-12-02,click,acc_074,
evt_0882,camp_030,client_002,2025-10-18,click,acc_049,
evt_0883,camp_015,client_002,2025-08-16,impression,acc_058,
evt_0884,camp_040,client_001,2026-03-09,click,acc_079,
evt_0885,camp_024,client_003,2026-03-28,impression,acc_097,
evt_0886,camp_049,client_001,2025-07-05,impression,acc_086,
